"","State","Year","Product","Export_percentage"
"80","Alabama",2009,"Vegetables",0.753346824998657
"81","Alabama",2010,"Cotton",16.5683903134582
"82","Alabama",2010,"Fruits & Nuts",0.939231049703299
"83","Alabama",2010,"Grains & Feed",6.32000692138733
"84","Alabama",2010,"Meat & Animal Products",13.8538869614239
"85","Alabama",2010,"Non-commodity crops",10.5496742164725
"86","Alabama",2010,"Oilseeds",14.2547612978237
"87","Alabama",2010,"Poultry & Eggs",36.7355986818735
"88","Alabama",2010,"Vegetables",0.77845055785757
"89","Alabama",2011,"Cotton",22.2489474579567
"90","Alabama",2011,"Fruits & Nuts",2.03701889499243
"91","Alabama",2011,"Grains & Feed",8.79439331544457
"92","Alabama",2011,"Meat & Animal Products",12.8405352815824
"93","Alabama",2011,"Non-commodity crops",9.34978438249429
"94","Alabama",2011,"Oilseeds",10.1584703627236
"95","Alabama",2011,"Poultry & Eggs",33.856760753517
"96","Alabama",2011,"Vegetables",0.714089551289136
"97","Alabama",2012,"Cotton",16.1005159098975
"98","Alabama",2012,"Fruits & Nuts",0.558059031933474
"99","Alabama",2012,"Grains & Feed",7.00715905570963
"100","Alabama",2012,"Meat & Animal Products",11.9806352154023
"101","Alabama",2012,"Non-commodity crops",10.5043520107751
"102","Alabama",2012,"Oilseeds",16.9285751670157
"103","Alabama",2012,"Poultry & Eggs",36.1478921827943
"104","Alabama",2012,"Vegetables",0.772811426472022
"105","Alabama",2013,"Cotton",14.7464521197214
"106","Alabama",2013,"Fruits & Nuts",0.550372745739618
"107","Alabama",2013,"Grains & Feed",9.73532541945272
"108","Alabama",2013,"Meat & Animal Products",10.1445344586227
"109","Alabama",2013,"Non-commodity crops",9.75215044844791
"110","Alabama",2013,"Oilseeds",18.6393807616743
"111","Alabama",2013,"Poultry & Eggs",35.7446049036048
"112","Alabama",2013,"Vegetables",0.687179142736608
"113","Alabama",2014,"Cotton",12.4303281918228
"114","Alabama",2014,"Fruits & Nuts",0.480407811927149
"115","Alabama",2014,"Grains & Feed",11.1367093498005
"116","Alabama",2014,"Meat & Animal Products",11.2544704523429
"117","Alabama",2014,"Non-commodity crops",10.8570621839855
"118","Alabama",2014,"Oilseeds",16.8414710324132
"119","Alabama",2014,"Poultry & Eggs",36.2856808494773
"120","Alabama",2014,"Vegetables",0.713870128230673
"121","Alabama",2015,"Cotton",11.717562839959
"122","Alabama",2015,"Fruits & Nuts",0.791913389933391
"123","Alabama",2015,"Grains & Feed",10.2072756699488
"124","Alabama",2015,"Meat & Animal Products",11.9756885160669
"125","Alabama",2015,"Non-commodity crops",13.7641216679874
"126","Alabama",2015,"Oilseeds",18.274068472776
"127","Alabama",2015,"Poultry & Eggs",32.2786361981381
"128","Alabama",2015,"Vegetables",0.990733245190288
"129","Alabama",2016,"Cotton",13.8067936896523
"130","Alabama",2016,"Fruits & Nuts",0.486545981642813
"131","Alabama",2016,"Grains & Feed",8.82420615268964
"132","Alabama",2016,"Meat & Animal Products",11.4625552161972
"133","Alabama",2016,"Non-commodity crops",15.9230513681109
"134","Alabama",2016,"Oilseeds",18.9135435554665
"135","Alabama",2016,"Poultry & Eggs",30.5670724276775
"136","Alabama",2016,"Vegetables",0.0162316085631133
"137","Alabama",2017,"Cotton",16.1582220421664
"138","Alabama",2017,"Fruits & Nuts",0.390111575041812
"139","Alabama",2017,"Grains & Feed",7.62815810512157
"140","Alabama",2017,"Meat & Animal Products",12.310578963077
"141","Alabama",2017,"Non-commodity crops",16.0251589518114
"142","Alabama",2017,"Oilseeds",16.0788083025681
"143","Alabama",2017,"Poultry & Eggs",31.3862260726487
"144","Alabama",2017,"Vegetables",0.022735987565088
"145","Alabama",2018,"Cotton",19.5712721333116
"146","Alabama",2018,"Fruits & Nuts",0.152049403208265
"147","Alabama",2018,"Grains & Feed",8.14980643594368
"148","Alabama",2018,"Meat & Animal Products",11.1234353269441
"149","Alabama",2018,"Non-commodity crops",16.561905386887
"150","Alabama",2018,"Oilseeds",14.7391105214913
"151","Alabama",2018,"Poultry & Eggs",29.1489838528766
"152","Alabama",2018,"Vegetables",0.553436939337409
"153","Alabama",2019,"Cotton",23.0568591009735
"154","Alabama",2019,"Fruits & Nuts",0
"155","Alabama",2019,"Grains & Feed",6.67528268131945
"156","Alabama",2019,"Meat & Animal Products",10.0913220856505
"157","Alabama",2019,"Non-commodity crops",17.7355979036064
"158","Alabama",2019,"Oilseeds",12.4821169300486
"159","Alabama",2019,"Poultry & Eggs",29.9588212984016
"160","Alabama",2019,"Vegetables",0
"161","Alabama",2020,"Cotton",19.5894834543381
"162","Alabama",2020,"Fruits & Nuts",0
"163","Alabama",2020,"Grains & Feed",9.05066193837461
"164","Alabama",2020,"Meat & Animal Products",10.6442136084473
"165","Alabama",2020,"Non-commodity crops",17.2095227333519
"166","Alabama",2020,"Oilseeds",13.8930083866021
"167","Alabama",2020,"Poultry & Eggs",29.613109878886
"168","Alabama",2020,"Vegetables",0
"169","Alabama",2021,"Cotton",15.5465123152997
"170","Alabama",2021,"Fruits & Nuts",0
"171","Alabama",2021,"Grains & Feed",11.2280666581593
"172","Alabama",2021,"Meat & Animal Products",11.5040600102385
"173","Alabama",2021,"Non-commodity crops",14.5034535011156
"174","Alabama",2021,"Oilseeds",15.2020907934763
"175","Alabama",2021,"Poultry & Eggs",32.0158167217106
"176","Alabama",2021,"Vegetables",0
"177","Alabama",2022,"Cotton",21.3582183500179
"178","Alabama",2022,"Fruits & Nuts",0
"179","Alabama",2022,"Grains & Feed",9.69285743364938
"180","Alabama",2022,"Meat & Animal Products",10.1387485916729
"181","Alabama",2022,"Non-commodity crops",13.0002859494175
"182","Alabama",2022,"Oilseeds",13.7414188641559
"183","Alabama",2022,"Poultry & Eggs",32.0684708110864
"184","Alabama",2022,"Vegetables",0
"185","Alaska",2000,"Cotton",0
"186","Alaska",2000,"Fruits & Nuts",0
"187","Alaska",2000,"Grains & Feed",8.23891146694613
"188","Alaska",2000,"Meat & Animal Products",5.42031426423
"189","Alaska",2000,"Non-commodity crops",71.4420233020292
"190","Alaska",2000,"Oilseeds",0
"191","Alaska",2000,"Poultry & Eggs",0
"192","Alaska",2000,"Vegetables",14.8987509667947
"193","Alaska",2001,"Cotton",0
"194","Alaska",2001,"Fruits & Nuts",0
"195","Alaska",2001,"Grains & Feed",13.1253103614316
"196","Alaska",2001,"Meat & Animal Products",4.65544706850157
"197","Alaska",2001,"Non-commodity crops",69.4194705788222
"198","Alaska",2001,"Oilseeds",0
"199","Alaska",2001,"Poultry & Eggs",0
"200","Alaska",2001,"Vegetables",12.7997719912446
"201","Alaska",2002,"Cotton",0
"202","Alaska",2002,"Fruits & Nuts",0
"203","Alaska",2002,"Grains & Feed",7.96856691251464
"204","Alaska",2002,"Meat & Animal Products",7.13175638296078
"205","Alaska",2002,"Non-commodity crops",70.6203101327096
"206","Alaska",2002,"Oilseeds",0
"207","Alaska",2002,"Poultry & Eggs",0
"208","Alaska",2002,"Vegetables",14.279366571815
"209","Alaska",2003,"Cotton",0
"210","Alaska",2003,"Fruits & Nuts",0
"211","Alaska",2003,"Grains & Feed",11.3119425717804
"212","Alaska",2003,"Meat & Animal Products",20.1474893955597
"213","Alaska",2003,"Non-commodity crops",57.8363543532299
"214","Alaska",2003,"Oilseeds",0
"215","Alaska",2003,"Poultry & Eggs",0
"216","Alaska",2003,"Vegetables",10.7042136794299
"217","Alaska",2004,"Cotton",0
"218","Alaska",2004,"Fruits & Nuts",0
"219","Alaska",2004,"Grains & Feed",11.1341084244176
"220","Alaska",2004,"Meat & Animal Products",18.732579976342
"221","Alaska",2004,"Non-commodity crops",59.0926864187433
"222","Alaska",2004,"Oilseeds",0
"223","Alaska",2004,"Poultry & Eggs",0
"224","Alaska",2004,"Vegetables",11.0406251804972
"225","Alaska",2005,"Cotton",0
"226","Alaska",2005,"Fruits & Nuts",0
"227","Alaska",2005,"Grains & Feed",15.5807976632111
"228","Alaska",2005,"Meat & Animal Products",16.9312400995805
"229","Alaska",2005,"Non-commodity crops",53.7705444120419
"230","Alaska",2005,"Oilseeds",0
"231","Alaska",2005,"Poultry & Eggs",0
"232","Alaska",2005,"Vegetables",13.7174178251665
"233","Alaska",2006,"Cotton",0
"234","Alaska",2006,"Fruits & Nuts",0
"235","Alaska",2006,"Grains & Feed",7.56050283010222
"236","Alaska",2006,"Meat & Animal Products",19.3715527364082
"237","Alaska",2006,"Non-commodity crops",59.4165176596091
"238","Alaska",2006,"Oilseeds",0
"239","Alaska",2006,"Poultry & Eggs",0
"240","Alaska",2006,"Vegetables",13.6514267738804
"241","Alaska",2007,"Cotton",0
"242","Alaska",2007,"Fruits & Nuts",0
"243","Alaska",2007,"Grains & Feed",9.07117406879946
"244","Alaska",2007,"Meat & Animal Products",19.6036918296624
"245","Alaska",2007,"Non-commodity crops",58.726948387695
"246","Alaska",2007,"Oilseeds",0
"247","Alaska",2007,"Poultry & Eggs",0
"248","Alaska",2007,"Vegetables",12.5981857138432
"249","Alaska",2008,"Cotton",0
"250","Alaska",2008,"Fruits & Nuts",0
"251","Alaska",2008,"Grains & Feed",5.73208548701198
"252","Alaska",2008,"Meat & Animal Products",17.5404660816527
"253","Alaska",2008,"Non-commodity crops",68.2959642524037
"254","Alaska",2008,"Oilseeds",0
"255","Alaska",2008,"Poultry & Eggs",0
"256","Alaska",2008,"Vegetables",8.43148417893156
"257","Alaska",2009,"Cotton",0
"258","Alaska",2009,"Fruits & Nuts",0
"259","Alaska",2009,"Grains & Feed",6.23419969390374
"260","Alaska",2009,"Meat & Animal Products",15.6449423679764
"261","Alaska",2009,"Non-commodity crops",68.6268631319806
"262","Alaska",2009,"Oilseeds",0
"263","Alaska",2009,"Poultry & Eggs",0
"264","Alaska",2009,"Vegetables",9.49399480613918
"265","Alaska",2010,"Cotton",0
"266","Alaska",2010,"Fruits & Nuts",0
"267","Alaska",2010,"Grains & Feed",6.69945114618173
"268","Alaska",2010,"Meat & Animal Products",18.6540289010684
"269","Alaska",2010,"Non-commodity crops",65.2332873072297
"270","Alaska",2010,"Oilseeds",0
"271","Alaska",2010,"Poultry & Eggs",0
"272","Alaska",2010,"Vegetables",9.41323264552015
"273","Alaska",2011,"Cotton",0
"274","Alaska",2011,"Fruits & Nuts",0
"275","Alaska",2011,"Grains & Feed",5.30076892378752
"276","Alaska",2011,"Meat & Animal Products",18.0747685107667
"277","Alaska",2011,"Non-commodity crops",66.6574177750369
"278","Alaska",2011,"Oilseeds",0
"279","Alaska",2011,"Poultry & Eggs",0
"280","Alaska",2011,"Vegetables",9.96704479040889
"281","Alaska",2012,"Cotton",0
"282","Alaska",2012,"Fruits & Nuts",0
"283","Alaska",2012,"Grains & Feed",5.54043578841815
"284","Alaska",2012,"Meat & Animal Products",16.297874324311
"285","Alaska",2012,"Non-commodity crops",69.5779063740308
"286","Alaska",2012,"Oilseeds",0
"287","Alaska",2012,"Poultry & Eggs",0
"288","Alaska",2012,"Vegetables",8.58378351324008
"289","Alaska",2013,"Cotton",0
"290","Alaska",2013,"Fruits & Nuts",0
"291","Alaska",2013,"Grains & Feed",5.96007662051685
"292","Alaska",2013,"Meat & Animal Products",13.4948347957719
"293","Alaska",2013,"Non-commodity crops",72.1225806881936
"294","Alaska",2013,"Oilseeds",0
"295","Alaska",2013,"Poultry & Eggs",0
"296","Alaska",2013,"Vegetables",8.42250789551764
"297","Alaska",2014,"Cotton",0
"298","Alaska",2014,"Fruits & Nuts",0
"299","Alaska",2014,"Grains & Feed",8.15829465838159
"300","Alaska",2014,"Meat & Animal Products",12.3795877334525
"301","Alaska",2014,"Non-commodity crops",71.1857290508864
"302","Alaska",2014,"Oilseeds",0
"303","Alaska",2014,"Poultry & Eggs",0
"304","Alaska",2014,"Vegetables",8.27638855727953
"305","Alaska",2015,"Cotton",0
"306","Alaska",2015,"Fruits & Nuts",0
"307","Alaska",2015,"Grains & Feed",8.82247659598358
"308","Alaska",2015,"Meat & Animal Products",12.8517112123299
"309","Alaska",2015,"Non-commodity crops",75.7825300612044
"310","Alaska",2015,"Oilseeds",0
"311","Alaska",2015,"Poultry & Eggs",0
"312","Alaska",2015,"Vegetables",2.54328213048213
"313","Alaska",2016,"Cotton",0
"314","Alaska",2016,"Fruits & Nuts",0
"315","Alaska",2016,"Grains & Feed",8.46560590349766
"316","Alaska",2016,"Meat & Animal Products",13.8346464268458
"317","Alaska",2016,"Non-commodity crops",75.2524265168885
"318","Alaska",2016,"Oilseeds",0
"319","Alaska",2016,"Poultry & Eggs",0
"320","Alaska",2016,"Vegetables",2.44732115276799
"321","Alaska",2017,"Cotton",0
"322","Alaska",2017,"Fruits & Nuts",0
"323","Alaska",2017,"Grains & Feed",8.07057971312939
"324","Alaska",2017,"Meat & Animal Products",14.9351481463099
"325","Alaska",2017,"Non-commodity crops",72.9511077497523
"326","Alaska",2017,"Oilseeds",0
"327","Alaska",2017,"Poultry & Eggs",0
"328","Alaska",2017,"Vegetables",4.04316439080834
"329","Alaska",2018,"Cotton",0
"330","Alaska",2018,"Fruits & Nuts",0
"331","Alaska",2018,"Grains & Feed",7.66557312099183
"332","Alaska",2018,"Meat & Animal Products",15.8460697928639
"333","Alaska",2018,"Non-commodity crops",69.3364639495721
"334","Alaska",2018,"Oilseeds",0
"335","Alaska",2018,"Poultry & Eggs",0
"336","Alaska",2018,"Vegetables",7.15189313657217
"337","Alaska",2019,"Cotton",0
"338","Alaska",2019,"Fruits & Nuts",0
"339","Alaska",2019,"Grains & Feed",7.66509276882019
"340","Alaska",2019,"Meat & Animal Products",15.120916418692
"341","Alaska",2019,"Non-commodity crops",77.2139908124878
"342","Alaska",2019,"Oilseeds",0
"343","Alaska",2019,"Poultry & Eggs",0
"344","Alaska",2019,"Vegetables",0
"345","Alaska",2020,"Cotton",0
"346","Alaska",2020,"Fruits & Nuts",0
"347","Alaska",2020,"Grains & Feed",8.16163442428203
"348","Alaska",2020,"Meat & Animal Products",16.0264589381575
"349","Alaska",2020,"Non-commodity crops",75.8119066375605
"350","Alaska",2020,"Oilseeds",0
"351","Alaska",2020,"Poultry & Eggs",0
"352","Alaska",2020,"Vegetables",0
"353","Alaska",2021,"Cotton",0
"354","Alaska",2021,"Fruits & Nuts",0
"355","Alaska",2021,"Grains & Feed",5.86069111285705
"356","Alaska",2021,"Meat & Animal Products",14.8611625964589
"357","Alaska",2021,"Non-commodity crops",79.278146290684
"358","Alaska",2021,"Oilseeds",0
"359","Alaska",2021,"Poultry & Eggs",0
"360","Alaska",2021,"Vegetables",0
"361","Alaska",2022,"Cotton",0
"362","Alaska",2022,"Fruits & Nuts",0
"363","Alaska",2022,"Grains & Feed",4.99448185512879
"364","Alaska",2022,"Meat & Animal Products",15.8879088869311
"365","Alaska",2022,"Non-commodity crops",79.1176092579401
"366","Alaska",2022,"Oilseeds",0
"367","Alaska",2022,"Poultry & Eggs",0
"368","Alaska",2022,"Vegetables",0
"369","Arizona",2000,"Cotton",15.5724064515547
"370","Arizona",2000,"Fruits & Nuts",16.2418973685182
"371","Arizona",2000,"Grains & Feed",8.45588297619333
"372","Arizona",2000,"Meat & Animal Products",20.7096474665185
"373","Arizona",2000,"Non-commodity crops",7.54311749487676
"374","Arizona",2000,"Oilseeds",0.248060008969602
"375","Arizona",2000,"Poultry & Eggs",0.21948304136254
"376","Arizona",2000,"Vegetables",31.0095051920063
"377","Arizona",2001,"Cotton",17.8350957742622
"378","Arizona",2001,"Fruits & Nuts",15.1807633894412
"379","Arizona",2001,"Grains & Feed",9.76338625776491
"380","Arizona",2001,"Meat & Animal Products",23.8186208506724
"381","Arizona",2001,"Non-commodity crops",8.41174429539528
"382","Arizona",2001,"Oilseeds",0.0747444788799138
"383","Arizona",2001,"Poultry & Eggs",0.303210069599826
"384","Arizona",2001,"Vegetables",24.6124348839841
"385","Arizona",2002,"Cotton",18.0542986535122
"386","Arizona",2002,"Fruits & Nuts",13.9805036365463
"387","Arizona",2002,"Grains & Feed",9.02177673988842
"388","Arizona",2002,"Meat & Animal Products",20.5058758275049
"389","Arizona",2002,"Non-commodity crops",7.4067546363073
"390","Arizona",2002,"Oilseeds",0.116158947136547
"391","Arizona",2002,"Poultry & Eggs",0.298215959164163
"392","Arizona",2002,"Vegetables",30.6164155999402
"393","Arizona",2003,"Cotton",19.7232172179324
"394","Arizona",2003,"Fruits & Nuts",15.7803518506326
"395","Arizona",2003,"Grains & Feed",9.60572853127112
"396","Arizona",2003,"Meat & Animal Products",20.94085652875
"397","Arizona",2003,"Non-commodity crops",15.2699990908961
"398","Arizona",2003,"Oilseeds",0.132196958928596
"399","Arizona",2003,"Poultry & Eggs",0.423994259137604
"400","Arizona",2003,"Vegetables",18.1236555624516
"401","Arizona",2004,"Cotton",22.8143182185321
"402","Arizona",2004,"Fruits & Nuts",13.2818776530167
"403","Arizona",2004,"Grains & Feed",8.81910811357547
"404","Arizona",2004,"Meat & Animal Products",12.0147532437671
"405","Arizona",2004,"Non-commodity crops",16.7234924664086
"406","Arizona",2004,"Oilseeds",0.111331932014655
"407","Arizona",2004,"Poultry & Eggs",0.40724771265393
"408","Arizona",2004,"Vegetables",25.8278706600314
"409","Arizona",2005,"Cotton",17.7647931548908
"410","Arizona",2005,"Fruits & Nuts",15.8575286819436
"411","Arizona",2005,"Grains & Feed",8.0375970215186
"412","Arizona",2005,"Meat & Animal Products",13.531487929298
"413","Arizona",2005,"Non-commodity crops",20.4507139034395
"414","Arizona",2005,"Oilseeds",0.0624278807353985
"415","Arizona",2005,"Poultry & Eggs",0.334622584216468
"416","Arizona",2005,"Vegetables",23.9608288439577
"417","Arizona",2006,"Cotton",18.6781094634114
"418","Arizona",2006,"Fruits & Nuts",15.5524583787358
"419","Arizona",2006,"Grains & Feed",8.37296181647857
"420","Arizona",2006,"Meat & Animal Products",15.3393642226851
"421","Arizona",2006,"Non-commodity crops",22.4316060283501
"422","Arizona",2006,"Oilseeds",0.047356005476212
"423","Arizona",2006,"Poultry & Eggs",0.361756948438571
"424","Arizona",2006,"Vegetables",19.2163871364243
"425","Arizona",2007,"Cotton",14.4529070260103
"426","Arizona",2007,"Fruits & Nuts",14.5963761840432
"427","Arizona",2007,"Grains & Feed",8.54890038338546
"428","Arizona",2007,"Meat & Animal Products",17.2580781417838
"429","Arizona",2007,"Non-commodity crops",22.5157019074763
"430","Arizona",2007,"Oilseeds",0.0185529488583344
"431","Arizona",2007,"Poultry & Eggs",0.44510459614748
"432","Arizona",2007,"Vegetables",22.1643788122952
"433","Arizona",2008,"Cotton",17.9429369430994
"434","Arizona",2008,"Fruits & Nuts",13.1011100549683
"435","Arizona",2008,"Grains & Feed",12.0079859018113
"436","Arizona",2008,"Meat & Animal Products",16.2391216734669
"437","Arizona",2008,"Non-commodity crops",23.3538068287253
"438","Arizona",2008,"Oilseeds",0.0306388929758143
"439","Arizona",2008,"Poultry & Eggs",0.28245069171264
"440","Arizona",2008,"Vegetables",17.0419490132403
"441","Arizona",2009,"Cotton",13.2109755325503
"442","Arizona",2009,"Fruits & Nuts",13.4820686301217
"443","Arizona",2009,"Grains & Feed",11.8527208675396
"444","Arizona",2009,"Meat & Animal Products",14.684269294867
"445","Arizona",2009,"Non-commodity crops",25.6188443636854
"446","Arizona",2009,"Oilseeds",0.0496575722719837
"447","Arizona",2009,"Poultry & Eggs",0.325272730620677
"448","Arizona",2009,"Vegetables",20.7761910083434
"449","Arizona",2010,"Cotton",19.3970516929961
"450","Arizona",2010,"Fruits & Nuts",12.1130419762457
"451","Arizona",2010,"Grains & Feed",6.36760753805988
"452","Arizona",2010,"Meat & Animal Products",17.1311221560703
"453","Arizona",2010,"Non-commodity crops",21.6990446706258
"454","Arizona",2010,"Oilseeds",0
"455","Arizona",2010,"Poultry & Eggs",0.301503386836371
"456","Arizona",2010,"Vegetables",22.9906285791659
"457","Arizona",2011,"Cotton",26.8996848497911
"458","Arizona",2011,"Fruits & Nuts",8.91344729353646
"459","Arizona",2011,"Grains & Feed",7.05976155948002
"460","Arizona",2011,"Meat & Animal Products",16.3994684257502
"461","Arizona",2011,"Non-commodity crops",16.9965938599822
"462","Arizona",2011,"Oilseeds",0
"463","Arizona",2011,"Poultry & Eggs",0.251390857679303
"464","Arizona",2011,"Vegetables",23.4796531537807
"465","Arizona",2012,"Cotton",23.3515878853271
"466","Arizona",2012,"Fruits & Nuts",6.05821311307838
"467","Arizona",2012,"Grains & Feed",7.75589360515894
"468","Arizona",2012,"Meat & Animal Products",19.5740549896023
"469","Arizona",2012,"Non-commodity crops",26.9205569513365
"470","Arizona",2012,"Oilseeds",0
"471","Arizona",2012,"Poultry & Eggs",0.282456568216958
"472","Arizona",2012,"Vegetables",16.0572368872797
"473","Arizona",2013,"Cotton",16.5562334717807
"474","Arizona",2013,"Fruits & Nuts",7.4592161648194
"475","Arizona",2013,"Grains & Feed",8.41845889263294
"476","Arizona",2013,"Meat & Animal Products",21.0188052535692
"477","Arizona",2013,"Non-commodity crops",21.7911764728011
"478","Arizona",2013,"Oilseeds",0
"479","Arizona",2013,"Poultry & Eggs",0.281098894036672
"480","Arizona",2013,"Vegetables",24.47501085036
"481","Arizona",2014,"Cotton",11.9157592679402
"482","Arizona",2014,"Fruits & Nuts",9.94793170029619
"483","Arizona",2014,"Grains & Feed",10.295013520534
"484","Arizona",2014,"Meat & Animal Products",25.7111139946143
"485","Arizona",2014,"Non-commodity crops",25.3034306430284
"486","Arizona",2014,"Oilseeds",0
"487","Arizona",2014,"Poultry & Eggs",0.328775770817593
"488","Arizona",2014,"Vegetables",16.4979751027693
"489","Arizona",2015,"Cotton",11.2634440867341
"490","Arizona",2015,"Fruits & Nuts",12.8179706949825
"491","Arizona",2015,"Grains & Feed",12.0013759234784
"492","Arizona",2015,"Meat & Animal Products",18.9255522694347
"493","Arizona",2015,"Non-commodity crops",18.0288507122286
"494","Arizona",2015,"Oilseeds",0
"495","Arizona",2015,"Poultry & Eggs",0.404652412291448
"496","Arizona",2015,"Vegetables",26.5581539008503
"497","Arizona",2016,"Cotton",8.65363972060958
"498","Arizona",2016,"Fruits & Nuts",11.7649206281602
"499","Arizona",2016,"Grains & Feed",8.35410126904061
"500","Arizona",2016,"Meat & Animal Products",16.8652710988252
"501","Arizona",2016,"Non-commodity crops",17.8138037789707
"502","Arizona",2016,"Oilseeds",0
"503","Arizona",2016,"Poultry & Eggs",0.286663489068914
"504","Arizona",2016,"Vegetables",36.2616000153248
"505","Arizona",2017,"Cotton",10.1234054787421
"506","Arizona",2017,"Fruits & Nuts",10.2537532180272
"507","Arizona",2017,"Grains & Feed",8.13082541626088
"508","Arizona",2017,"Meat & Animal Products",16.9905209579033
"509","Arizona",2017,"Non-commodity crops",16.618437370138
"510","Arizona",2017,"Oilseeds",0
"511","Arizona",2017,"Poultry & Eggs",0.292993903898986
"512","Arizona",2017,"Vegetables",37.5900636550295
"513","Arizona",2018,"Cotton",12.7347877607872
"514","Arizona",2018,"Fruits & Nuts",9.52227360772004
"515","Arizona",2018,"Grains & Feed",7.31638969187106
"516","Arizona",2018,"Meat & Animal Products",19.0758544771003
"517","Arizona",2018,"Non-commodity crops",19.1988192099229
"518","Arizona",2018,"Oilseeds",0
"519","Arizona",2018,"Poultry & Eggs",0.397399837310548
"520","Arizona",2018,"Vegetables",31.754475415288
"521","Arizona",2019,"Cotton",9.22650344040677
